id,title,imdbID,spanishTitle,imdbPictureURL,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL,difference
2440,Another Day in Paradise,127722,Al final del edén,"http://ia.media-imdb.com/images/M/MV5BMTYwMjA1MTU5OF5BMl5BanBnXkFtZTcwMTA0MTQyMQ@@._V1._SY287_CR1,0,214,287_.jpg",1998,1084699-another_day_in_paradise,5.7,46,26,20,56,6.1,12,7,5,58,3.2,1703,57,http://content8.flixster.com/movie/28/72/287214_det.jpg,-1
32076,"Gojira, Ebirâ, Mosura: Nankai no daiketto",60464,"Gojira, Ebirâ, Mosura: Nankai no daiketto",http://ia.media-imdb.com/images/M/MV5BMTQzMzc4MTMzOF5BMl5BanBnXkFtZTYwMjYyMjg5._V1._SX150_SY226_.jpg,1966,godzilla_vs_the_sea_monster,0,2,1,1,50,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/55/84/23/5584238_det.jpg,50
5781,Private Lessons,82948,La primera lección,http://ia.media-imdb.com/images/M/MV5BMTIyOTg3NDAzMl5BMl5BanBnXkFtZTcwNjU4NDQzMQ@@._V1._SX200_SY286_.jpg,1981,1016793-private_lessons,2.7,6,0,6,0,0,1,0,1,0,2.9,1236,38,http://content8.flixster.com/movie/86/22/74/8622742_det.jpg,-38
896,Les roseaux sauvages,111019,Los juncos salvajes,"http://ia.media-imdb.com/images/M/MV5BNjY1MzY2NDM1Ml5BMl5BanBnXkFtZTcwMTA5MTYyMQ@@._V1._SY314_CR0,0,214,314_.jpg",1994,wild_reeds,8.2,10,10,0,100,0,3,3,0,100,4,604,86,http://content8.flixster.com/movie/11/12/23/11122346_det.jpg,14
1187,Passion Fish,105107,Passion Fish,"http://ia.media-imdb.com/images/M/MV5BMTc5NDc0MDI3Ml5BMl5BanBnXkFtZTcwNzIwOTIyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1992,passion_fish,7.8,22,22,0,100,0,3,3,0,100,3.6,614,79,http://content6.flixster.com/movie/27/83/278392_det.jpg,21
1820,The Proposition,421238,The Proposition,"http://ia.media-imdb.com/images/M/MV5BMTAxNzkwODEwODReQTJeQWpwZ15BbWU3MDIyMjI1MzE@._V1._SY314_CR3,0,214,314_.jpg",2005,proposition,7.3,123,107,16,86,7.4,31,27,4,87,3.6,20228,77,http://content6.flixster.com/movie/31/42/314204_det.jpg,9
5741,La femme d'à côté,82370,La mujer de al lado,"http://ia.media-imdb.com/images/M/MV5BNTA0MDU4ODEwMl5BMl5BanBnXkFtZTcwODQyMjcyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1981,woman_next_door,7.7,10,9,1,90,0,3,3,0,100,3.8,931,80,http://content9.flixster.com/movie/10/92/15/10921579_det.jpg,10
5569,The Last House on the Left,844708,La última casa a la izquierda,"http://ia.media-imdb.com/images/M/MV5BMjExMTM4MDAwOF5BMl5BanBnXkFtZTcwODcyMDIzMg@@._V1._SX214_CR0,0,214,314_.jpg",2009,1205377-last_house_on_the_left,4.9,143,60,83,41,4.5,29,12,17,41,2.7,137767,55,http://content6.flixster.com/movie/10/89/43/10894312_det.jpg,-14
1223,A Grand Day Out with Wallace and Gromit,104361,Wallace & Gromit - La gran excursión,"http://ia.media-imdb.com/images/M/MV5BMTg2ODgyNDY1Ml5BMl5BanBnXkFtZTcwMDY3ODMyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1989,wallace_and_gromit_a_grand_day_out,8.3,19,19,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/74/28/88/7428882_det.jpg,100
5868,Elvis,79103,Elvis,"http://ia.media-imdb.com/images/M/MV5BMTQ4MDIxOTk5MF5BMl5BanBnXkFtZTYwNzk4ODM1._V1._SX32_CR0,0,32,44_.jpg",1979,elvis_the_movie,0,2,1,1,50,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/05/52/10055261_det.jpg,50
2226,The Ring,298130,La señal,"http://ia.media-imdb.com/images/M/MV5BNDA2NTg2NjE4Ml5BMl5BanBnXkFtZTYwMjYxMDg5._V1._SX214_CR0,0,214,314_.jpg",2002,ring,6.6,169,120,49,71,6.3,32,18,14,56,3,146246,50,http://content8.flixster.com/movie/10/86/94/10869458_det.jpg,21
4523,The Milagro Beanfield War,95638,Un lugar llamado Milagro,"http://ia.media-imdb.com/images/M/MV5BMTk0NDQ1NTkxOF5BMl5BanBnXkFtZTcwMTIzNTgyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1988,milagro_beanfield_war,5.9,27,16,11,59,5.9,6,3,3,50,3.6,855,72,http://content7.flixster.com/movie/26/74/267493_det.jpg,-13
8092,Frankenstein Unbound,99612,La resurrección de Frankenstein,"http://ia.media-imdb.com/images/M/MV5BMjA5ODc3MTI4M15BMl5BanBnXkFtZTcwMzQxMzUzMQ@@._V1._SX214_CR0,0,214,314_.jpg",1990,frankenstein_unbound,5,15,6,9,40,0,1,1,0,100,2.9,443,37,http://content6.flixster.com/movie/10/83/99/10839980_det.jpg,3
56757,Sweeney Todd: The Demon Barber of Fleet Street,408236,Sweeney Todd - El barbero diabólico de la calle Fleet,"http://ia.media-imdb.com/images/M/MV5BMTg3NjUxMzM5NV5BMl5BanBnXkFtZTcwMzQ1NjQzMw@@._V1._SX214_CR0,0,214,314_.jpg",2007,1183955-1183955-sweeney_todd_the_demon_barber_of_fleet_street,7.6,215,184,31,85,7.5,38,32,6,84,3.9,1391688,81,http://content7.flixster.com/movie/11/12/52/11125277_det.jpg,4
31485,Léon,110413,El profesional (Léon),"http://ia.media-imdb.com/images/M/MV5BMTg5OTI0OTcyM15BMl5BanBnXkFtZTcwODQ0NDcyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1994,professional,6.8,39,30,9,76,5.8,8,4,4,50,4.1,59011,94,http://content7.flixster.com/movie/28/62/286221_det.jpg,-18
1136,Monty Python and the Holy Grail,71853,Los caballeros de la mesa cuadrada y sus locos seguidores,"http://ia.media-imdb.com/images/M/MV5BMTkzODczMTgwM15BMl5BanBnXkFtZTYwNTAwODI5._V1._SX214_CR0,0,214,314_.jpg",1975,monty_python_and_the_holy_grail,7.8,51,48,3,94,7.1,13,12,1,92,4.1,94032,94,http://content7.flixster.com/movie/26/07/260725_det.jpg,0
58972,Nim's Island,410377,La isla de Nim,"http://ia.media-imdb.com/images/M/MV5BMTg0NTE5Mzg2NF5BMl5BanBnXkFtZTcwODY2MTY3MQ@@._V1._SY314_CR8,0,214,314_.jpg",2008,nims_island,5.7,96,48,48,50,5.9,24,13,11,54,3.1,45465,50,http://content9.flixster.com/movie/10/79/99/10799967_det.jpg,0
40952,Bee Season,387059,La huella del silencio,"http://ia.media-imdb.com/images/M/MV5BMTIxODcyMjI2MV5BMl5BanBnXkFtZTcwMjY0MjEzMQ@@._V1._SX214_CR0,0,214,314_.jpg",2005,bee_season,5.4,104,44,60,42,4.9,32,11,21,34,2.8,3415,37,http://content9.flixster.com/movie/10/87/02/10870235_det.jpg,5
3264,Buffy the Vampire Slayer,103893,Buffy the Vampire Slayer,"http://ia.media-imdb.com/images/M/MV5BMTIxMTkyNTc2MF5BMl5BanBnXkFtZTcwMDQ4ODAwMQ@@._V1._SX214_CR0,0,214,314_.jpg",1992,buffy_the_vampire_slayer,4.1,34,11,23,32,3.9,6,2,4,33,2.8,18735,44,http://content6.flixster.com/movie/11/12/50/11125008_det.jpg,-12
26375,Silver Streak,75223,El expreso de Chicago,"http://ia.media-imdb.com/images/M/MV5BNTM4NTI5NjI5OF5BMl5BanBnXkFtZTcwODU4MTcyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1976,1019017-silver_streak,6.4,18,15,3,83,0,1,1,0,100,3.4,1982,68,http://content7.flixster.com/movie/25/52/255209_det.jpg,15
47805,Lassie,110305,El regreso de Lassie,"http://ia.media-imdb.com/images/M/MV5BMTYwNDg4NjMwMV5BMl5BanBnXkFtZTcwOTgzNTYxMQ@@._V1._SY314_CR5,0,214,314_.jpg",1994,1053155-lassie,6.8,8,6,2,75,0,2,2,0,100,2.9,2577,52,http://content8.flixster.com/movie/26/34/263402_det.jpg,23
3825,Coyote Ugly,200550,El bar Coyote,"http://ia.media-imdb.com/images/M/MV5BMTk1NzM1ODg4OF5BMl5BanBnXkFtZTcwMTQ3OTgyMQ@@._V1._SY314_CR3,0,214,314_.jpg",2000,coyote_ugly,3.9,94,20,74,21,3.6,27,5,22,18,3.2,65988,73,http://content7.flixster.com/movie/25/81/258105_det.jpg,-52
8461,Dragon Seed,36777,Estirpe de dragón,"http://ia.media-imdb.com/images/M/MV5BMTIzMDkxODM2NV5BMl5BanBnXkFtZTcwODQ5MjUyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1944,dragon_seed,0,3,2,1,66,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/89/81/10898184_det.jpg,66
2322,Soldier,120157,Soldier,"http://ia.media-imdb.com/images/M/MV5BMTUwODM5NzM1MF5BMl5BanBnXkFtZTcwNDg1ODIyMQ@@._V1._SY314_CR9,0,214,314_.jpg",1998,1083934-soldier,3.5,50,5,45,10,3.6,15,2,13,13,2.8,5503,46,http://content9.flixster.com/movie/26/95/269595_det.jpg,-36
7198,The Pick-up Artist,93737,El cazachicas,"http://ia.media-imdb.com/images/M/MV5BMjE0NTA0Mjc5N15BMl5BanBnXkFtZTcwODA4OTQyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1987,pickup_artist,5,20,11,9,55,5.2,6,3,3,50,2.8,1355,34,http://content7.flixster.com/movie/10/21/45/10214521_det.jpg,21
6649,Tunes of Glory,54412,Whisky y gloria,"http://ia.media-imdb.com/images/M/MV5BMTQ4MDE2MTYzN15BMl5BanBnXkFtZTcwNjA5NjQyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1960,tunes_of_glory,5.7,6,4,2,66,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/29/79/297912_det.jpg,66
27776,Feux rouges,365190,Feux rouges,"http://ia.media-imdb.com/images/M/MV5BMTgxNDY2Mjk5N15BMl5BanBnXkFtZTcwMDcyODYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2004,red_lights,7.2,85,71,14,83,7.4,31,26,5,83,3.4,433,64,http://content6.flixster.com/movie/10/84/30/10843036_det.jpg,19
6461,Unforgiven,105695,Sin perdón,"http://ia.media-imdb.com/images/M/MV5BMTM2MjExNTEwMV5BMl5BanBnXkFtZTcwMzIyMDEyMQ@@._V1._SY314_CR10,0,214,314_.jpg",1992,1041911-unforgiven,8.5,56,54,2,96,7.5,11,9,2,81,4,27203,91,http://content9.flixster.com/movie/10/93/21/10932195_det.jpg,5
7982,"Janghwa, Hongryeon",365376,Dos hermanas,"http://ia.media-imdb.com/images/M/MV5BMjA2NDcwMjI4Ml5BMl5BanBnXkFtZTcwMDM0OTgyMQ@@._V1._SY314_CR4,0,214,314_.jpg",2003,1143939-1143939-tale_of_two_sisters,7.1,53,46,7,86,6.7,16,13,3,81,3.9,7458,83,http://content7.flixster.com/movie/10/84/07/10840797_det.jpg,3
7306,La ley de Herodes,221344,La ley de Herodes,"http://ia.media-imdb.com/images/M/MV5BMTg2MjAwMTIxN15BMl5BanBnXkFtZTcwMjM0OTQ1MQ@@._V1._SY314_CR3,0,214,314_.jpg",1999,la_ley_de_herodes,6.4,25,17,8,68,6.3,10,7,3,70,4,575,88,http://content9.flixster.com/movie/10/93/75/10937595_det.jpg,-20
6598,Step Into Liquid,308508,Step Into Liquid,"http://ia.media-imdb.com/images/M/MV5BMTkxNzE3MzU3Ml5BMl5BanBnXkFtZTcwNDc3MTYyMQ@@._V1._SY314_CR0,0,214,314_.jpg",2003,step_into_liquid,6.9,77,63,14,81,7.1,28,26,2,92,4.1,1308,91,http://content9.flixster.com/movie/25/39/253991_det.jpg,-10
32844,Waterloo Bridge,33238,El puente de Waterloo,http://ia.media-imdb.com/images/M/MV5BMTU5NjM5MzI4OF5BMl5BanBnXkFtZTcwMTQ1OTEyMQ@@._V1._SX77_SY140_.jpg,1940,waterloo_bridge,6.4,5,4,1,80,0,1,1,0,100,4,1003,88,http://content8.flixster.com/movie/29/42/14/2942146_det.jpg,-8
26178,Two for the Road,62407,Dos en la carretera,"http://ia.media-imdb.com/images/M/MV5BMTM5MjMxNTU3MF5BMl5BanBnXkFtZTcwMjg0OTEzMQ@@._V1._SY314_CR6,0,214,314_.jpg",1967,two_for_the_road,7.2,12,10,2,83,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/29/04/290492_det.jpg,83
5363,The New Guy,241760,Los feos también mojan,"http://ia.media-imdb.com/images/M/MV5BNTUxMTk4MzIyNl5BMl5BanBnXkFtZTcwNjE4NjQyMQ@@._V1._SY314_CR0,0,214,314_.jpg",2002,1112617-new_guy,3.1,91,6,85,6,3.5,22,3,19,13,3,9884,60,http://content7.flixster.com/movie/26/07/260721_det.jpg,-54
2208,The Lady Vanishes,30341,Alarma en el expreso,"http://ia.media-imdb.com/images/M/MV5BMTQ0MjQzMzcwMl5BMl5BanBnXkFtZTcwNjg5NjE1MQ@@._V1._SY314_CR3,0,214,314_.jpg",1938,1011813-lady_vanishes,8.3,33,32,1,96,0,3,3,0,100,4,4078,87,http://content8.flixster.com/movie/92/28/922862_det.jpg,9
6792,Sibirskiy tsiryulnik,120125,El barbero de Siberia,"http://ia.media-imdb.com/images/M/MV5BMTc4NDUwMDU3OV5BMl5BanBnXkFtZTcwMzU4MDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1998,barber_of_siberia,0,3,0,3,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/88/71/66/8871668_det.jpg,0
2715,The Velocity of Gary* *(Not His Real Name),120878,La velocidad de la vida,"http://ia.media-imdb.com/images/M/MV5BMTc4MDIzNjY2MF5BMl5BanBnXkFtZTcwNzY0MTUyMQ@@._V1._SY314_CR0,0,214,314_.jpg",1998,velocity_of_gary,4.1,17,4,13,23,0,1,0,1,0,3.1,516,49,http://content8.flixster.com/movie/27/56/275698_det.jpg,-26
3087,Scrooged,96061,Los fantasmas atacan al jefe,"http://ia.media-imdb.com/images/M/MV5BMjA5NzE4NTE4NF5BMl5BanBnXkFtZTcwNTI1NDIyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1988,scrooged,5.8,38,24,14,63,3.8,6,1,5,16,3.3,11201,68,http://content7.flixster.com/movie/26/58/265829_det.jpg,-5
245,The Glass Shield,109906,La placa de hielo,"http://ia.media-imdb.com/images/M/MV5BMTQzNDUyMTg2N15BMl5BanBnXkFtZTcwMTQ5OTAzMQ@@._V1._SX214_CR0,0,214,314_.jpg",1994,glass_shield,5.6,21,13,8,61,5.2,7,3,4,42,3,263,41,http://content9.flixster.com/movie/26/60/266023_det.jpg,20
55732,Martian Child,415965,El niño de Marte,"http://ia.media-imdb.com/images/M/MV5BMjExMDAxNzYzNV5BMl5BanBnXkFtZTcwMDQ3MDU1MQ@@._V1._SX214_CR0,0,214,314_.jpg",2007,martian_child,5,104,34,70,32,4.6,29,6,23,20,3.7,48559,73,http://content7.flixster.com/movie/10/17/78/10177873_det.jpg,-41
7390,Prey for Rock & Roll,307351,Prey for Rock & Roll,"http://ia.media-imdb.com/images/M/MV5BMTMzMzIwMjc4MF5BMl5BanBnXkFtZTcwMjI2MTYyMQ@@._V1._SY307_CR1,0,214,307_.jpg",2003,prey_for_rock_and_roll,5.8,46,26,20,56,6.3,14,10,4,71,3.4,876,66,http://content8.flixster.com/movie/10/89/95/10899534_det.jpg,-10
5353,Butterflies Are Free,68326,Las mariposas son libres,"http://ia.media-imdb.com/images/M/MV5BMjA5MDU5MDM1OV5BMl5BanBnXkFtZTcwMTczNTMyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1972,butterflies_are_free,6.1,7,5,2,71,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/26/17/261710_det.jpg,71
61970,Project Moon Base,46213,Project Moon Base,"http://ia.media-imdb.com/images/M/MV5BMjE0ODE3ODc1NV5BMl5BanBnXkFtZTcwMjM4MTcxMQ@@._V1._SY314_CR10,0,214,314_.jpg",1953,project-moonbase,0,1,0,1,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/84/81/10848107_det.jpg,0
5629,Jonah: A VeggieTales Movie,298388,Jonah: A VeggieTales Movie,"http://ia.media-imdb.com/images/M/MV5BMTUxOTc2NDA4NF5BMl5BanBnXkFtZTcwMTk3NzIyMQ@@._V1._SY314_CR1,0,214,314_.jpg",2002,jonah_a_veggietales_movie,5.8,54,35,19,64,6.1,18,14,4,77,3.4,4629,70,http://content6.flixster.com/movie/10/94/42/10944208_det.jpg,-6
6348,Breakin' 2: Electric Boogaloo,86999,Breakin' 2: Electric Boogaloo,"http://ia.media-imdb.com/images/M/MV5BMjE1MTc5MTY4N15BMl5BanBnXkFtZTcwMTgwNzAyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1984,electric_boogaloo_breakin_2,0,3,1,2,33,0,1,1,0,100,3.4,1507,66,http://content8.flixster.com/movie/10/86/74/10867438_det.jpg,-33
4070,Amy,118614,Amy,"http://ia.media-imdb.com/images/M/MV5BMTcwNjA2MTI2NV5BMl5BanBnXkFtZTcwNTcwMjgyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1997,1104229-amy,5,14,6,8,42,6.1,6,4,2,66,3.7,361,76,http://content9.flixster.com/movie/26/68/266815_det.jpg,-34
2246,Stars and Bars,96166,Un señorito en Nueva York,"http://ia.media-imdb.com/images/M/MV5BMTg0Nzg4NzA3NV5BMl5BanBnXkFtZTcwODM5MDIyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1988,stars_and_bars,0,1,1,0,100,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/92/87/09/9287099_det.gif,100
6561,The Mouse That Roared,53084,Un golpe de gracia,"http://ia.media-imdb.com/images/M/MV5BMTYxNjEwNjUyM15BMl5BanBnXkFtZTcwMjI4MDAwMQ@@._V1._SY314_CR0,0,214,314_.jpg",1959,mouse_that_roared,7.1,18,16,2,88,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/28/65/286519_det.jpg,88
3896,The Way of the Gun,202677,Secuestro infernal,"http://ia.media-imdb.com/images/M/MV5BMTc0MjAwNTExNV5BMl5BanBnXkFtZTcwNzI4NjEyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2000,way_of_the_gun,5.4,102,48,54,47,4.9,24,10,14,41,3.3,5742,68,http://content7.flixster.com/movie/28/09/280993_det.jpg,-21
8783,The Village,368447,El bosque (The village),"http://ia.media-imdb.com/images/M/MV5BMTUxOTAwNjQ5MF5BMl5BanBnXkFtZTYwODkxODg2._V1._SY314_CR4,0,214,314_.jpg",2004,village,5.4,199,84,115,42,5.7,39,19,20,48,3,47806,59,http://content6.flixster.com/movie/10/91/54/10915468_det.jpg,-17
6338,Daddy Day Care,317303,Papá Canguro,"http://ia.media-imdb.com/images/M/MV5BMTY5NDk2MDAzM15BMl5BanBnXkFtZTYwODA5ODE3._V1._SX214_CR0,0,214,314_.jpg",2003,daddy_day_care,4.5,124,35,89,28,4.6,34,9,25,26,3.2,35165,63,http://content6.flixster.com/movie/25/81/258196_det.jpg,-35
26695,The Krays,99951,The Krays,"http://ia.media-imdb.com/images/M/MV5BMTU5NTEzMjgxNl5BMl5BanBnXkFtZTcwODA5NjAwMQ@@._V1._SX214_CR0,0,214,314_.jpg",1990,krays,6.4,12,10,2,83,0,2,2,0,100,3.7,1447,82,http://content6.flixster.com/movie/10/87/81/10878168_det.jpg,1
2317,Life During Wartime,119534,Life During Wartime,"http://ia.media-imdb.com/images/M/MV5BMTgwMTU2OTI4NV5BMl5BanBnXkFtZTcwMTM4MDEyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1997,alarmist,5.6,11,6,5,54,0,1,0,1,0,0,0,0,http://content6.flixster.com/movie/10/85/12/10851272_det.jpg,54
8609,Our Hospitality,14341,La ley de la hospitalidad,"http://ia.media-imdb.com/images/M/MV5BMjA3NTI3Mjc3Ml5BMl5BanBnXkFtZTYwNzA2NzM2._V1._SY314_CR99,0,214,314_.jpg",1923,our_hospitality,9.5,17,17,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/98/24/10982454_det.jpg,100
122,Boomerang,103859,Boomerang: el príncipe de las mujeres,"http://ia.media-imdb.com/images/M/MV5BMTg1NTk3NTkzNl5BMl5BanBnXkFtZTcwNTk4MjAzMQ@@._V1._SY314_CR2,0,214,314_.jpg",1992,1039796-boomerang,4.8,27,10,17,37,5.4,8,4,4,50,2.8,4751,55,http://content6.flixster.com/movie/26/81/268128_det.jpg,-18
3952,The Contender,208874,Candidata al poder,"http://ia.media-imdb.com/images/M/MV5BMTQ5NjEzNDUxNV5BMl5BanBnXkFtZTcwNzMxNDcxMQ@@._V1._SY314_CR2,0,214,314_.jpg",2000,1100998-contender,6.7,128,97,31,75,6.2,34,25,9,73,3.5,2093,72,http://content7.flixster.com/movie/28/54/285405_det.jpg,3
860,Der bewegte Mann,109255,El hombre deseado,"http://ia.media-imdb.com/images/M/MV5BMTQ0MzYwMDY5OV5BMl5BanBnXkFtZTYwNDc3Mjk5._V1._SY314_CR0,0,214,314_.jpg",1994,maybe_maybe_not,5.9,9,5,4,55,0,3,2,1,66,3.5,359,64,http://content7.flixster.com/movie/10/85/95/10859537_det.jpg,-9
5897,Das Arche Noah Prinzip,86911,El principio del arca de Noé,"http://ia.media-imdb.com/images/M/MV5BMTI4MDYxNzExMV5BMl5BanBnXkFtZTcwOTA2MzMyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1984,noahs_ark_principle,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/64/02/37/6402370_det.jpg,0
54734,Sydney White,815244,Sydney White,"http://ia.media-imdb.com/images/M/MV5BMTIxNTQwMTM1MF5BMl5BanBnXkFtZTcwNTg1MzU1MQ@@._V1._SX214_CR0,0,214,314_.jpg",2007,sydney_white,5,81,30,51,37,4.7,20,5,15,25,3.5,526699,74,http://content6.flixster.com/movie/99/50/88/9950880_det.jpg,-37
5090,Notre-Dame de Paris,50781,Nuestra señora de París,"http://ia.media-imdb.com/images/M/MV5BMTU2Mjc4OTc3OF5BMl5BanBnXkFtZTcwMTczNzcxMQ@@._V1._SY314_CR1,0,214,314_.jpg",1956,1073312-hunchback_of_notre_dame,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/89/25/10892517_det.jpg,0
8853,A Small Circle of Friends,81528,Pequeño círculo de amigos,"http://ia.media-imdb.com/images/M/MV5BMjEzOTEzODU3OF5BMl5BanBnXkFtZTcwMjgyOTUyMQ@@._V1._SY314_CR8,0,214,314_.jpg",1980,small_circle_of_friends,0,1,1,0,100,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/91/26/10912683_det.jpg,100
3165,3-4 x jûgatsu,98967,3-4 x jûgatsu,"http://ia.media-imdb.com/images/M/MV5BMjEwMjk3NzY2Nl5BMl5BanBnXkFtZTcwMjY1ODcxMQ@@._V1._SY314_CR6,0,214,314_.jpg",1990,1088532-boiling_point,6.8,7,6,1,85,0,1,1,0,100,3.5,702,66,http://content7.flixster.com/movie/34/85/50/3485505_det.jpg,19
53000,28 Weeks Later,463854,28 semanas después,"http://ia.media-imdb.com/images/M/MV5BMTMyNzg2MjE5MF5BMl5BanBnXkFtZTcwMDUyNjM1MQ@@._V1._SY314_CR7,0,214,314_.jpg",2007,28_weeks_later,6.6,182,128,54,70,7,39,30,9,76,3.4,266576,66,http://content6.flixster.com/movie/10/86/37/10863760_det.jpg,4
5669,Bowling for Columbine,310793,Bowling for Columbine,"http://ia.media-imdb.com/images/M/MV5BNDA0MjUxNDI1N15BMl5BanBnXkFtZTYwOTEzMDg5._V1._SX214_CR0,0,214,314_.jpg",2002,bowling_for_columbine,8.2,160,154,6,96,7.7,30,28,2,93,3.5,24080,81,http://content8.flixster.com/movie/10/93/45/10934550_det.jpg,15
3632,Monsieur Verdoux,39631,Monsieur Verdoux,"http://ia.media-imdb.com/images/M/MV5BMjE5ODU3MDk4N15BMl5BanBnXkFtZTcwNTAxMjUyMQ@@._V1._SY314_CR27,0,214,314_.jpg",1947,monsieur_verdoux,8,24,23,1,95,6.8,5,4,1,80,4,1388,88,http://content8.flixster.com/movie/29/02/290214_det.jpg,7
5121,Stroszek,75276,Stroszek,"http://ia.media-imdb.com/images/M/MV5BMTk5MDM2MDA4NV5BMl5BanBnXkFtZTcwOTQ4MzcxMQ@@._V1._SY314_CR2,0,214,314_.jpg",1977,stroszek,8.2,13,13,0,100,0,3,3,0,100,4.3,1933,93,http://content7.flixster.com/movie/29/96/299617_det.jpg,7
6603,La double vie de Véronique,101765,La doble vida de Verónica,"http://ia.media-imdb.com/images/M/MV5BMTc3OTUyNjE3Ml5BMl5BanBnXkFtZTcwNzY4MzkzMQ@@._V1._SY314_CR4,0,214,314_.jpg",1991,double_life_of_veronique,7.6,25,21,4,84,7.6,5,5,0,100,4.3,5676,92,http://content8.flixster.com/movie/10/94/04/10940458_det.jpg,-8
1539,Twin Town,120394,Twin Town,"http://ia.media-imdb.com/images/M/MV5BMTgxNTQxNTQwNV5BMl5BanBnXkFtZTcwMTk0NDkyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1997,twin_town,5.4,13,6,7,46,0,4,1,3,25,4.2,2298,90,http://content8.flixster.com/movie/94/77/97/9477974_det.jpg,-44
6923,Sherlock Holmes and the Voice of Terror,35318,La voz del terror,"http://ia.media-imdb.com/images/M/MV5BMTMzNDM5NDc2NV5BMl5BanBnXkFtZTcwMjc3MzAwMQ@@._V1._SY314_CR7,0,214,314_.jpg",1942,sherlock_holmes_and_the_voice_of_terror,0,3,2,1,66,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/29/80/298025_det.jpg,66
160,Congo,112715,Congo,"http://ia.media-imdb.com/images/M/MV5BNjI3MTE5NTMzOF5BMl5BanBnXkFtZTcwMzkyOTAyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1995,congo,3.6,42,9,33,21,3.2,12,1,11,8,2.6,7008,34,http://content7.flixster.com/movie/25/85/258597_det.jpg,-13
4223,Enemy at the Gates,215750,Enemigo a las puertas,"http://ia.media-imdb.com/images/M/MV5BMTIwNTE0Njc0Nl5BMl5BanBnXkFtZTcwMTE5MTAzMQ@@._V1._SY314_CR3,0,214,314_.jpg",2001,enemy_at_the_gates,5.6,135,72,63,53,5.6,31,16,15,51,3.6,31546,81,http://content9.flixster.com/movie/10/89/26/10892639_det.jpg,-28
60990,Kohayagawa-ke no aki,55052,Kohayagawa-ke no aki,"http://ia.media-imdb.com/images/M/MV5BMTkxMzc3MzQ3OF5BMl5BanBnXkFtZTcwMDM4MDUyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1961,10008436-the_end_of_summer,0,4,4,0,100,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/89/13/10891332_det.jpg,100
7070,Red River,40724,Río rojo,"http://ia.media-imdb.com/images/M/MV5BMTg5Mzc3NjcwMF5BMl5BanBnXkFtZTcwODE5NjEzMQ@@._V1._SY314_CR8,0,214,314_.jpg",1948,red_river,8.6,18,18,0,100,0,3,3,0,100,0,0,0,http://content7.flixster.com/movie/11/15/10/11151073_det.jpg,100
